row_id,stain_title,section,method_index,materials,steps,method_notes,method_cautions,intro_notes,top_cautions,source_archive_url,source_original_url,extra
104-1,Hair oil,Washable Fabrics,1,,,"What you will need Pretreatment laundry stain remover Heavy-duty liquid detergent Chlorine bleach or oxygen bleach Dry cleaning solvent Absorbent paper towels Steps to Clean Saturate area with pretreatment laundry stain remover (aerosol types work better on greasy stains) Wait one minute for product to penetrate the stain. For stubborn stains, rub with heavy-duty liquid detergent. Launder immediately. If color stain remains, soak/wash in chlorine bleach if safe for fabric, or in oxygen bleach. For extra heavy stains, apply dry cleaning solvent to back of the stain over absorbent paper towels. Let dry, rinse. Proceed as above.",,"Treat stains as soon as possible after staining. The older the stain, the more difficult it will be to remove. | All stain removal methods should be applied prior to laundering washable garments. Stains that have been laundered and dried are almost impossible to remove. | Washable Fabrics What you will need Pretreatment laundry stain remover Heavy-duty liquid detergent Chlorine bleach or oxygen bleach Dry cleaning solvent Absorbent paper towels Steps to Clean Saturate area with pretreatment laundry stain remover (aerosol types work better on greasy stains) Wait one minute for product to penetrate the stain. For stubborn stains, rub with heavy-duty liquid detergent. Launder immediately. If color stain remains, soak/wash in chlorine bleach if safe for fabric, or in oxygen bleach. For extra heavy stains, apply dry cleaning solvent to back of the stain over absorbent paper towels. Let dry, rinse. Proceed as above.",,https://web.archive.org/web/20201127204719/https://web.extension.illinois.edu/stain/staindetail.cfm?ID=124,https://web.extension.illinois.edu/stain/staindetail.cfm?ID=124,
105-1,Hair spray,Washable Fabrics,1,,,"What you will need Pretreatment laundry stain remover Heavy-duty liquid detergent Chlorine bleach or oxygen bleach Dry cleaning solvent Absorbent paper towels Steps to Clean Saturate area with pretreatment laundry stain remover (aerosol types work better on greasy stains) Wait one minute for product to penetrate the stain. For stubborn stains, rub with heavy-duty liquid detergent. Launder immediately. If color stain remains, soak/wash in chlorine bleach if safe for fabric, or in oxygen bleach. For extra heavy stains, apply dry cleaning solvent to back of the stain over absorbent paper towels. Let dry, rinse. Proceed as above.",,"Treat stains as soon as possible after staining. The older the stain, the more difficult it will be to remove. | All stain removal methods should be applied prior to laundering washable garments. Stains that have been laundered and dried are almost impossible to remove. | Washable Fabrics What you will need Pretreatment laundry stain remover Heavy-duty liquid detergent Chlorine bleach or oxygen bleach Dry cleaning solvent Absorbent paper towels Steps to Clean Saturate area with pretreatment laundry stain remover (aerosol types work better on greasy stains) Wait one minute for product to penetrate the stain. For stubborn stains, rub with heavy-duty liquid detergent. Launder immediately. If color stain remains, soak/wash in chlorine bleach if safe for fabric, or in oxygen bleach. For extra heavy stains, apply dry cleaning solvent to back of the stain over absorbent paper towels. Let dry, rinse. Proceed as above. | Carpet Chemical solvents and supplies Detergent White vinegar Dry cleaning solvent Ammonia Using a clean white cloth, sponge the stain with the dry cleaning solvent. Blot until the solvent is absorbed. If the stain remains, mix one tablespoon of liquid dishwashing detergent with two cups of warm water. Sponge the stain with the detergent solution. Blot until the liquid is absorbed. Mix one tablespoon of ammonia with 1/2 cup of water.(Caution: Never mix chlorine bleach and ammonia – fumes are hazardous) Sponge the stain with the ammonia solution. Blot until the liquid is absorbed. If the stain remains, mix one teaspoon of white vinegar with one cup of warm water. Sponge the stain with this solution. Blot until the liquid is absorbed. Sponge with cold water and blot dry. Steps to Clean | Upholstery What you will need Detergent Steps to Clean Mix one (1) tablespoon of liquid dishwashing detergent with two (2) cups of cool water. Using a clean white cloth, sponge the stain with the detergent solution. Blot until the liquid is absorbed. Repeat Steps 2 and 3 until the stain disappears. Sponge with cold water and blot dry to remove the detergent solution. Or What you will need Dry cleaning solvent Steps to Clean Using a clean white cloth, sponge the stain with the dry cleaning solvent. Blot until the solvent is absorbed. Repeat Steps 2 and 3 until the stain disappears.",,https://web.archive.org/web/20201127204719/https://web.extension.illinois.edu/stain/staindetail.cfm?ID=125,https://web.extension.illinois.edu/stain/staindetail.cfm?ID=125,
105-1,Hair spray,Carpet,1,,,"Chemical solvents and supplies Detergent White vinegar Dry cleaning solvent Ammonia Using a clean white cloth, sponge the stain with the dry cleaning solvent. Blot until the solvent is absorbed. If the stain remains, mix one tablespoon of liquid dishwashing detergent with two cups of warm water. Sponge the stain with the detergent solution. Blot until the liquid is absorbed. Mix one tablespoon of ammonia with 1/2 cup of water.(Caution: Never mix chlorine bleach and ammonia – fumes are hazardous) Sponge the stain with the ammonia solution. Blot until the liquid is absorbed. If the stain remains, mix one teaspoon of white vinegar with one cup of warm water. Sponge the stain with this solution. Blot until the liquid is absorbed. Sponge with cold water and blot dry. Steps to Clean",,"Treat stains as soon as possible after staining. The older the stain, the more difficult it will be to remove. | All stain removal methods should be applied prior to laundering washable garments. Stains that have been laundered and dried are almost impossible to remove. | Washable Fabrics What you will need Pretreatment laundry stain remover Heavy-duty liquid detergent Chlorine bleach or oxygen bleach Dry cleaning solvent Absorbent paper towels Steps to Clean Saturate area with pretreatment laundry stain remover (aerosol types work better on greasy stains) Wait one minute for product to penetrate the stain. For stubborn stains, rub with heavy-duty liquid detergent. Launder immediately. If color stain remains, soak/wash in chlorine bleach if safe for fabric, or in oxygen bleach. For extra heavy stains, apply dry cleaning solvent to back of the stain over absorbent paper towels. Let dry, rinse. Proceed as above. | Carpet Chemical solvents and supplies Detergent White vinegar Dry cleaning solvent Ammonia Using a clean white cloth, sponge the stain with the dry cleaning solvent. Blot until the solvent is absorbed. If the stain remains, mix one tablespoon of liquid dishwashing detergent with two cups of warm water. Sponge the stain with the detergent solution. Blot until the liquid is absorbed. Mix one tablespoon of ammonia with 1/2 cup of water.(Caution: Never mix chlorine bleach and ammonia – fumes are hazardous) Sponge the stain with the ammonia solution. Blot until the liquid is absorbed. If the stain remains, mix one teaspoon of white vinegar with one cup of warm water. Sponge the stain with this solution. Blot until the liquid is absorbed. Sponge with cold water and blot dry. Steps to Clean | Upholstery What you will need Detergent Steps to Clean Mix one (1) tablespoon of liquid dishwashing detergent with two (2) cups of cool water. Using a clean white cloth, sponge the stain with the detergent solution. Blot until the liquid is absorbed. Repeat Steps 2 and 3 until the stain disappears. Sponge with cold water and blot dry to remove the detergent solution. Or What you will need Dry cleaning solvent Steps to Clean Using a clean white cloth, sponge the stain with the dry cleaning solvent. Blot until the solvent is absorbed. Repeat Steps 2 and 3 until the stain disappears.",,https://web.archive.org/web/20201127204719/https://web.extension.illinois.edu/stain/staindetail.cfm?ID=125,https://web.extension.illinois.edu/stain/staindetail.cfm?ID=125,
105-1,Hair spray,Upholstery,1,,,"What you will need Detergent Steps to Clean Mix one (1) tablespoon of liquid dishwashing detergent with two (2) cups of cool water. Using a clean white cloth, sponge the stain with the detergent solution. Blot until the liquid is absorbed. Repeat Steps 2 and 3 until the stain disappears. Sponge with cold water and blot dry to remove the detergent solution. Or What you will need Dry cleaning solvent Steps to Clean Using a clean white cloth, sponge the stain with the dry cleaning solvent. Blot until the solvent is absorbed. Repeat Steps 2 and 3 until the stain disappears.",,"Treat stains as soon as possible after staining. The older the stain, the more difficult it will be to remove. | All stain removal methods should be applied prior to laundering washable garments. Stains that have been laundered and dried are almost impossible to remove. | Washable Fabrics What you will need Pretreatment laundry stain remover Heavy-duty liquid detergent Chlorine bleach or oxygen bleach Dry cleaning solvent Absorbent paper towels Steps to Clean Saturate area with pretreatment laundry stain remover (aerosol types work better on greasy stains) Wait one minute for product to penetrate the stain. For stubborn stains, rub with heavy-duty liquid detergent. Launder immediately. If color stain remains, soak/wash in chlorine bleach if safe for fabric, or in oxygen bleach. For extra heavy stains, apply dry cleaning solvent to back of the stain over absorbent paper towels. Let dry, rinse. Proceed as above. | Carpet Chemical solvents and supplies Detergent White vinegar Dry cleaning solvent Ammonia Using a clean white cloth, sponge the stain with the dry cleaning solvent. Blot until the solvent is absorbed. If the stain remains, mix one tablespoon of liquid dishwashing detergent with two cups of warm water. Sponge the stain with the detergent solution. Blot until the liquid is absorbed. Mix one tablespoon of ammonia with 1/2 cup of water.(Caution: Never mix chlorine bleach and ammonia – fumes are hazardous) Sponge the stain with the ammonia solution. Blot until the liquid is absorbed. If the stain remains, mix one teaspoon of white vinegar with one cup of warm water. Sponge the stain with this solution. Blot until the liquid is absorbed. Sponge with cold water and blot dry. Steps to Clean | Upholstery What you will need Detergent Steps to Clean Mix one (1) tablespoon of liquid dishwashing detergent with two (2) cups of cool water. Using a clean white cloth, sponge the stain with the detergent solution. Blot until the liquid is absorbed. Repeat Steps 2 and 3 until the stain disappears. Sponge with cold water and blot dry to remove the detergent solution. Or What you will need Dry cleaning solvent Steps to Clean Using a clean white cloth, sponge the stain with the dry cleaning solvent. Blot until the solvent is absorbed. Repeat Steps 2 and 3 until the stain disappears.",,https://web.archive.org/web/20201127204719/https://web.extension.illinois.edu/stain/staindetail.cfm?ID=125,https://web.extension.illinois.edu/stain/staindetail.cfm?ID=125,
106-1,Hand lotion,Carpet,1,,,"What you will need Isopropyl rubbing alcohol Detergent Hydrogen peroxide Steps to Clean Remove as much of the foreign material as possible by blotting with a white paper towel or scraping with a dull knife. Apply rubbing alcohol to a clean white cloth, white paper towel or cotton ball. If the spot extends deep into the pile use a blotting motion until the spot is removed or no color is transferred to the cloth. Do not allow the alcohol to penetrate into the backing as this will destroy the latex bond. If the spot is on the surface only, rub in one direction at a time. Never use a circular motion to remove the spot as this may destroy the texture. Stop if spot is removed. If not, continue with the next step. Apply a small quantity of detergent solution to the spot. (To make the detergent solution mix 1/4 teaspoon of a hand dishwashing detergent which does not contain lanolin or bleach with 1 quart of water) Use a blotting motion to work the detergent into the affected area. If spot is being removed continue applying detergent solution and blotting with a white paper towel until spot is removed. Rinse with tap water using a spray bottle, blot to remove excess moisture. Spray lightly with water, do not blot this time; apply pad of paper towels and brick and allow to dry. If there is still some stain on the carpet and blotting is not removing it, then moisten the tufts in the stained area with 3% hydrogen peroxide. Let stand for on (1) hour. Blot and repeat until carpet is stain free. Light will cause peroxide to change back to water so no rinsing is necessary. Apply pad of paper towels and weight down with brick.",,"Treat stains as soon as possible after staining. The older the stain, the more difficult it will be to remove. | All stain removal methods should be applied prior to laundering washable garments. Stains that have been laundered and dried are almost impossible to remove. | Carpet What you will need Isopropyl rubbing alcohol Detergent Hydrogen peroxide Steps to Clean Remove as much of the foreign material as possible by blotting with a white paper towel or scraping with a dull knife. Apply rubbing alcohol to a clean white cloth, white paper towel or cotton ball. If the spot extends deep into the pile use a blotting motion until the spot is removed or no color is transferred to the cloth. Do not allow the alcohol to penetrate into the backing as this will destroy the latex bond. If the spot is on the surface only, rub in one direction at a time. Never use a circular motion to remove the spot as this may destroy the texture. Stop if spot is removed. If not, continue with the next step. Apply a small quantity of detergent solution to the spot. (To make the detergent solution mix 1/4 teaspoon of a hand dishwashing detergent which does not contain lanolin or bleach with 1 quart of water) Use a blotting motion to work the detergent into the affected area. If spot is being removed continue applying detergent solution and blotting with a white paper towel until spot is removed. Rinse with tap water using a spray bottle, blot to remove excess moisture. Spray lightly with water, do not blot this time; apply pad of paper towels and brick and allow to dry. If there is still some stain on the carpet and blotting is not removing it, then moisten the tufts in the stained area with 3% hydrogen peroxide. Let stand for on (1) hour. Blot and repeat until carpet is stain free. Light will cause peroxide to change back to water so no rinsing is necessary. Apply pad of paper towels and weight down with brick.",,https://web.archive.org/web/20201127204719/https://web.extension.illinois.edu/stain/staindetail.cfm?ID=126,https://web.extension.illinois.edu/stain/staindetail.cfm?ID=126,
107-1,Honey,Carpet,1,,,"What you will need Detergent Ammonia Steps to Clean Scrape off excess foreign material. Mix one tablespoon of liquid dishwashing detergent with two cups of warm water. Using a clean white cloth, sponge the stain with the detergent solution. Blot until the liquid is absorbed. Repeat Steps 3 and 4 until the stain disappears. If the stain remains, mix one tablespoon of ammonia with two cups of warm water. (Caution: Never mix chlorine bleach and ammonia – fumes are hazardous) Sponge the stain with the ammonia solution. Blot until the liquid is absorbed. Sponge with cold water and blot dry.",,"Treat stains as soon as possible after staining. The older the stain, the more difficult it will be to remove. | All stain removal methods should be applied prior to laundering washable garments. Stains that have been laundered and dried are almost impossible to remove. | Carpet What you will need Detergent Ammonia Steps to Clean Scrape off excess foreign material. Mix one tablespoon of liquid dishwashing detergent with two cups of warm water. Using a clean white cloth, sponge the stain with the detergent solution. Blot until the liquid is absorbed. Repeat Steps 3 and 4 until the stain disappears. If the stain remains, mix one tablespoon of ammonia with two cups of warm water. (Caution: Never mix chlorine bleach and ammonia – fumes are hazardous) Sponge the stain with the ammonia solution. Blot until the liquid is absorbed. Sponge with cold water and blot dry. | Upholstery What you will need Detergent Steps to Clean Mix one (1) tablespoon of liquid dishwashing detergent with two (2) cups of cool water. Using a clean white cloth, sponge the stain with the detergent solution. Blot until the liquid is absorbed. Repeat Steps 2 and 3 until the stain disappears. Sponge with cold water and blot dry to remove the detergent solution.",,https://web.archive.org/web/20201127204719/https://web.extension.illinois.edu/stain/staindetail.cfm?ID=180,https://web.extension.illinois.edu/stain/staindetail.cfm?ID=180,
107-1,Honey,Upholstery,1,,,"What you will need Detergent Steps to Clean Mix one (1) tablespoon of liquid dishwashing detergent with two (2) cups of cool water. Using a clean white cloth, sponge the stain with the detergent solution. Blot until the liquid is absorbed. Repeat Steps 2 and 3 until the stain disappears. Sponge with cold water and blot dry to remove the detergent solution.",,"Treat stains as soon as possible after staining. The older the stain, the more difficult it will be to remove. | All stain removal methods should be applied prior to laundering washable garments. Stains that have been laundered and dried are almost impossible to remove. | Carpet What you will need Detergent Ammonia Steps to Clean Scrape off excess foreign material. Mix one tablespoon of liquid dishwashing detergent with two cups of warm water. Using a clean white cloth, sponge the stain with the detergent solution. Blot until the liquid is absorbed. Repeat Steps 3 and 4 until the stain disappears. If the stain remains, mix one tablespoon of ammonia with two cups of warm water. (Caution: Never mix chlorine bleach and ammonia – fumes are hazardous) Sponge the stain with the ammonia solution. Blot until the liquid is absorbed. Sponge with cold water and blot dry. | Upholstery What you will need Detergent Steps to Clean Mix one (1) tablespoon of liquid dishwashing detergent with two (2) cups of cool water. Using a clean white cloth, sponge the stain with the detergent solution. Blot until the liquid is absorbed. Repeat Steps 2 and 3 until the stain disappears. Sponge with cold water and blot dry to remove the detergent solution.",,https://web.archive.org/web/20201127204719/https://web.extension.illinois.edu/stain/staindetail.cfm?ID=180,https://web.extension.illinois.edu/stain/staindetail.cfm?ID=180,
108-1,Ice cream,Washable Fabrics,1,,,"What you will need Blunt kitchen knife Liquid hand dishwashing Detergent Ammonia Enzyme product Chlorine bleach or oxygen bleach Caution: Never mix chlorine bleach with ammonia - fumes are hazardous. Steps to Clean Scrape off excess material. Soak for 15 minutes in mixture of 1 quart lukewarm water, one-half teaspoon liquid hand dishwashing detergent and one tablespoon ammonia. Rub gently from back to loosen stain. Soak another 15 minutes in above mixture. Rinse. Soak protein stain in enzyme product for at least 30 minutes. Soak aged stains for several hours. Launder. If color stain remains, launder, using chlorine bleach if safe for fabric, or with oxygen bleach. Or What you will need Pretreatment laundry stain remover Heavy-duty liquid detergent Chlorine bleach or oxygen bleach Dry cleaning solvent Absorbent paper towels Steps to Clean Saturate area with pretreatment laundry stain remover (aerosol types work better on greasy stains) Wait one minute for product to penetrate the stain. For stubborn stains, rub with heavy-duty liquid detergent. Launder immediately. If color stain remains, soak/wash in chlorine bleach if safe for fabric, or in oxygen bleach. For extra heavy stains, apply dry cleaning solvent to back of the stain over absorbent paper towels. Let dry, rinse. Proceed as above.",,"Treat stains as soon as possible after staining. The older the stain, the more difficult it will be to remove. | All stain removal methods should be applied prior to laundering washable garments. Stains that have been laundered and dried are almost impossible to remove. | Washable Fabrics What you will need Blunt kitchen knife Liquid hand dishwashing Detergent Ammonia Enzyme product Chlorine bleach or oxygen bleach Caution: Never mix chlorine bleach with ammonia - fumes are hazardous. Steps to Clean Scrape off excess material. Soak for 15 minutes in mixture of 1 quart lukewarm water, one-half teaspoon liquid hand dishwashing detergent and one tablespoon ammonia. Rub gently from back to loosen stain. Soak another 15 minutes in above mixture. Rinse. Soak protein stain in enzyme product for at least 30 minutes. Soak aged stains for several hours. Launder. If color stain remains, launder, using chlorine bleach if safe for fabric, or with oxygen bleach. Or What you will need Pretreatment laundry stain remover Heavy-duty liquid detergent Chlorine bleach or oxygen bleach Dry cleaning solvent Absorbent paper towels Steps to Clean Saturate area with pretreatment laundry stain remover (aerosol types work better on greasy stains) Wait one minute for product to penetrate the stain. For stubborn stains, rub with heavy-duty liquid detergent. Launder immediately. If color stain remains, soak/wash in chlorine bleach if safe for fabric, or in oxygen bleach. For extra heavy stains, apply dry cleaning solvent to back of the stain over absorbent paper towels. Let dry, rinse. Proceed as above. | Carpet What you will need Isopropyl rubbing alcohol Detergent Hydrogen peroxide Steps to Clean Remove as much of the foreign material as possible by blotting with a white paper towel or scraping with a dull knife. Apply rubbing alcohol to a clean white cloth, white paper towel or cotton ball. If the spot extends deep into the pile use a blotting motion until the spot is removed or no color is transferred to the cloth. Do not allow the alcohol to penetrate into the backing as this will destroy the latex bond. If the spot is on the surface only, rub in one direction at a time. Never use a circular motion to remove the spot as this may destroy the texture. Stop if spot is removed. If not, continue with the next step. Apply a small quantity of detergent solution to the spot. (To make the detergent solution mix 1/4 teaspoon of a hand dishwashing detergent which does not contain lanolin or bleach with 1 quart of water) Use a blotting motion to work the detergent into the affected area. If spot is being removed continue applying detergent solution and blotting with a white paper towel until spot is removed. Rinse with tap water using a spray bottle, blot to remove excess moisture. Spray lightly with water, do not blot this time; apply pad of paper towels and brick and allow to dry. If there is still some stain on the carpet and blotting is not removing it, then moisten the tufts in the stained area with 3% hydrogen peroxide. Let stand for on (1) hour. Blot and repeat until carpet is stain free. Light will cause peroxide to change back to water so no rinsing is necessary. Apply pad of paper towels and weight down with brick. | Upholstery What you will need Detergent Steps to Clean Mix one (1) tablespoon of liquid dishwashing detergent with two (2) cups of cool water. Using a clean white cloth, sponge the stain with the detergent solution. Blot until the liquid is absorbed. Repeat Steps 2 and 3 until the stain disappears. Sponge with cold water and blot dry to remove the detergent solution. Or What you will need Dry cleaning solvent Steps to Clean Using a clean white cloth, sponge the stain with the dry cleaning solvent. Blot until the solvent is absorbed. Repeat Steps 2 and 3 until the stain disappears.",,https://web.archive.org/web/20201127204719/https://web.extension.illinois.edu/stain/staindetail.cfm?ID=14,https://web.extension.illinois.edu/stain/staindetail.cfm?ID=14,
108-1,Ice cream,Carpet,1,,,"What you will need Isopropyl rubbing alcohol Detergent Hydrogen peroxide Steps to Clean Remove as much of the foreign material as possible by blotting with a white paper towel or scraping with a dull knife. Apply rubbing alcohol to a clean white cloth, white paper towel or cotton ball. If the spot extends deep into the pile use a blotting motion until the spot is removed or no color is transferred to the cloth. Do not allow the alcohol to penetrate into the backing as this will destroy the latex bond. If the spot is on the surface only, rub in one direction at a time. Never use a circular motion to remove the spot as this may destroy the texture. Stop if spot is removed. If not, continue with the next step. Apply a small quantity of detergent solution to the spot. (To make the detergent solution mix 1/4 teaspoon of a hand dishwashing detergent which does not contain lanolin or bleach with 1 quart of water) Use a blotting motion to work the detergent into the affected area. If spot is being removed continue applying detergent solution and blotting with a white paper towel until spot is removed. Rinse with tap water using a spray bottle, blot to remove excess moisture. Spray lightly with water, do not blot this time; apply pad of paper towels and brick and allow to dry. If there is still some stain on the carpet and blotting is not removing it, then moisten the tufts in the stained area with 3% hydrogen peroxide. Let stand for on (1) hour. Blot and repeat until carpet is stain free. Light will cause peroxide to change back to water so no rinsing is necessary. Apply pad of paper towels and weight down with brick.",,"Treat stains as soon as possible after staining. The older the stain, the more difficult it will be to remove. | All stain removal methods should be applied prior to laundering washable garments. Stains that have been laundered and dried are almost impossible to remove. | Washable Fabrics What you will need Blunt kitchen knife Liquid hand dishwashing Detergent Ammonia Enzyme product Chlorine bleach or oxygen bleach Caution: Never mix chlorine bleach with ammonia - fumes are hazardous. Steps to Clean Scrape off excess material. Soak for 15 minutes in mixture of 1 quart lukewarm water, one-half teaspoon liquid hand dishwashing detergent and one tablespoon ammonia. Rub gently from back to loosen stain. Soak another 15 minutes in above mixture. Rinse. Soak protein stain in enzyme product for at least 30 minutes. Soak aged stains for several hours. Launder. If color stain remains, launder, using chlorine bleach if safe for fabric, or with oxygen bleach. Or What you will need Pretreatment laundry stain remover Heavy-duty liquid detergent Chlorine bleach or oxygen bleach Dry cleaning solvent Absorbent paper towels Steps to Clean Saturate area with pretreatment laundry stain remover (aerosol types work better on greasy stains) Wait one minute for product to penetrate the stain. For stubborn stains, rub with heavy-duty liquid detergent. Launder immediately. If color stain remains, soak/wash in chlorine bleach if safe for fabric, or in oxygen bleach. For extra heavy stains, apply dry cleaning solvent to back of the stain over absorbent paper towels. Let dry, rinse. Proceed as above. | Carpet What you will need Isopropyl rubbing alcohol Detergent Hydrogen peroxide Steps to Clean Remove as much of the foreign material as possible by blotting with a white paper towel or scraping with a dull knife. Apply rubbing alcohol to a clean white cloth, white paper towel or cotton ball. If the spot extends deep into the pile use a blotting motion until the spot is removed or no color is transferred to the cloth. Do not allow the alcohol to penetrate into the backing as this will destroy the latex bond. If the spot is on the surface only, rub in one direction at a time. Never use a circular motion to remove the spot as this may destroy the texture. Stop if spot is removed. If not, continue with the next step. Apply a small quantity of detergent solution to the spot. (To make the detergent solution mix 1/4 teaspoon of a hand dishwashing detergent which does not contain lanolin or bleach with 1 quart of water) Use a blotting motion to work the detergent into the affected area. If spot is being removed continue applying detergent solution and blotting with a white paper towel until spot is removed. Rinse with tap water using a spray bottle, blot to remove excess moisture. Spray lightly with water, do not blot this time; apply pad of paper towels and brick and allow to dry. If there is still some stain on the carpet and blotting is not removing it, then moisten the tufts in the stained area with 3% hydrogen peroxide. Let stand for on (1) hour. Blot and repeat until carpet is stain free. Light will cause peroxide to change back to water so no rinsing is necessary. Apply pad of paper towels and weight down with brick. | Upholstery What you will need Detergent Steps to Clean Mix one (1) tablespoon of liquid dishwashing detergent with two (2) cups of cool water. Using a clean white cloth, sponge the stain with the detergent solution. Blot until the liquid is absorbed. Repeat Steps 2 and 3 until the stain disappears. Sponge with cold water and blot dry to remove the detergent solution. Or What you will need Dry cleaning solvent Steps to Clean Using a clean white cloth, sponge the stain with the dry cleaning solvent. Blot until the solvent is absorbed. Repeat Steps 2 and 3 until the stain disappears.",,https://web.archive.org/web/20201127204719/https://web.extension.illinois.edu/stain/staindetail.cfm?ID=14,https://web.extension.illinois.edu/stain/staindetail.cfm?ID=14,
108-1,Ice cream,Upholstery,1,,,"What you will need Detergent Steps to Clean Mix one (1) tablespoon of liquid dishwashing detergent with two (2) cups of cool water. Using a clean white cloth, sponge the stain with the detergent solution. Blot until the liquid is absorbed. Repeat Steps 2 and 3 until the stain disappears. Sponge with cold water and blot dry to remove the detergent solution. Or What you will need Dry cleaning solvent Steps to Clean Using a clean white cloth, sponge the stain with the dry cleaning solvent. Blot until the solvent is absorbed. Repeat Steps 2 and 3 until the stain disappears.",,"Treat stains as soon as possible after staining. The older the stain, the more difficult it will be to remove. | All stain removal methods should be applied prior to laundering washable garments. Stains that have been laundered and dried are almost impossible to remove. | Washable Fabrics What you will need Blunt kitchen knife Liquid hand dishwashing Detergent Ammonia Enzyme product Chlorine bleach or oxygen bleach Caution: Never mix chlorine bleach with ammonia - fumes are hazardous. Steps to Clean Scrape off excess material. Soak for 15 minutes in mixture of 1 quart lukewarm water, one-half teaspoon liquid hand dishwashing detergent and one tablespoon ammonia. Rub gently from back to loosen stain. Soak another 15 minutes in above mixture. Rinse. Soak protein stain in enzyme product for at least 30 minutes. Soak aged stains for several hours. Launder. If color stain remains, launder, using chlorine bleach if safe for fabric, or with oxygen bleach. Or What you will need Pretreatment laundry stain remover Heavy-duty liquid detergent Chlorine bleach or oxygen bleach Dry cleaning solvent Absorbent paper towels Steps to Clean Saturate area with pretreatment laundry stain remover (aerosol types work better on greasy stains) Wait one minute for product to penetrate the stain. For stubborn stains, rub with heavy-duty liquid detergent. Launder immediately. If color stain remains, soak/wash in chlorine bleach if safe for fabric, or in oxygen bleach. For extra heavy stains, apply dry cleaning solvent to back of the stain over absorbent paper towels. Let dry, rinse. Proceed as above. | Carpet What you will need Isopropyl rubbing alcohol Detergent Hydrogen peroxide Steps to Clean Remove as much of the foreign material as possible by blotting with a white paper towel or scraping with a dull knife. Apply rubbing alcohol to a clean white cloth, white paper towel or cotton ball. If the spot extends deep into the pile use a blotting motion until the spot is removed or no color is transferred to the cloth. Do not allow the alcohol to penetrate into the backing as this will destroy the latex bond. If the spot is on the surface only, rub in one direction at a time. Never use a circular motion to remove the spot as this may destroy the texture. Stop if spot is removed. If not, continue with the next step. Apply a small quantity of detergent solution to the spot. (To make the detergent solution mix 1/4 teaspoon of a hand dishwashing detergent which does not contain lanolin or bleach with 1 quart of water) Use a blotting motion to work the detergent into the affected area. If spot is being removed continue applying detergent solution and blotting with a white paper towel until spot is removed. Rinse with tap water using a spray bottle, blot to remove excess moisture. Spray lightly with water, do not blot this time; apply pad of paper towels and brick and allow to dry. If there is still some stain on the carpet and blotting is not removing it, then moisten the tufts in the stained area with 3% hydrogen peroxide. Let stand for on (1) hour. Blot and repeat until carpet is stain free. Light will cause peroxide to change back to water so no rinsing is necessary. Apply pad of paper towels and weight down with brick. | Upholstery What you will need Detergent Steps to Clean Mix one (1) tablespoon of liquid dishwashing detergent with two (2) cups of cool water. Using a clean white cloth, sponge the stain with the detergent solution. Blot until the liquid is absorbed. Repeat Steps 2 and 3 until the stain disappears. Sponge with cold water and blot dry to remove the detergent solution. Or What you will need Dry cleaning solvent Steps to Clean Using a clean white cloth, sponge the stain with the dry cleaning solvent. Blot until the solvent is absorbed. Repeat Steps 2 and 3 until the stain disappears.",,https://web.archive.org/web/20201127204719/https://web.extension.illinois.edu/stain/staindetail.cfm?ID=14,https://web.extension.illinois.edu/stain/staindetail.cfm?ID=14,
109-1,India ink,Washable Fabrics,1,,,"What you will need Heavy-duty liquid detergent Dilute solution of all-fabric powdered bleach Liquid chlorine bleach Commercial color remover Steps to Clean Pretreat the stain with heavy-duty liquid detergent. Rinse. Soak fabric in dilute solution of all-fabric powdered bleach. If stain persists and garment is white or colorfast, soak entire garment in diluted solution of liquid chlorine bleach and water. Chlorine bleach may change the color of the garment or cause irreversible damage. Check for bleach tolerance on a hidden seam. If stain does not come out in 15 minutes of bleaching, if cannot be removed by bleaching. If bleaching is not safe or does not work, use a commercial color remover according to package directions. Note that color remover will take out the fabric color as well as the stain. Do not exceed 160 degrees Fahrenheit water with any synthetic fabrics*. Launder. * Synthetic Fabrics are: Acetate, Acrylic, Polyester, Nylon, Olefin, Triacetate and anything labeled static-resistant, wrinkle-resistant, permanent-press, no-iron, stain-proof or moth-repellent",,"Treat stains as soon as possible after staining. The older the stain, the more difficult it will be to remove. | All stain removal methods should be applied prior to laundering washable garments. Stains that have been laundered and dried are almost impossible to remove. | Washable Fabrics What you will need Heavy-duty liquid detergent Dilute solution of all-fabric powdered bleach Liquid chlorine bleach Commercial color remover Steps to Clean Pretreat the stain with heavy-duty liquid detergent. Rinse. Soak fabric in dilute solution of all-fabric powdered bleach. If stain persists and garment is white or colorfast, soak entire garment in diluted solution of liquid chlorine bleach and water. Chlorine bleach may change the color of the garment or cause irreversible damage. Check for bleach tolerance on a hidden seam. If stain does not come out in 15 minutes of bleaching, if cannot be removed by bleaching. If bleaching is not safe or does not work, use a commercial color remover according to package directions. Note that color remover will take out the fabric color as well as the stain. Do not exceed 160 degrees Fahrenheit water with any synthetic fabrics*. Launder. * Synthetic Fabrics are: Acetate, Acrylic, Polyester, Nylon, Olefin, Triacetate and anything labeled static-resistant, wrinkle-resistant, permanent-press, no-iron, stain-proof or moth-repellent",,https://web.archive.org/web/20201127204719/https://web.extension.illinois.edu/stain/staindetail.cfm?ID=69,https://web.extension.illinois.edu/stain/staindetail.cfm?ID=69,
